21;1;1;1488391320508;1488398520508;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
22;1;1;1488391320781;1488398520781;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
23;1;1;1488391260899;1488398460899;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
25;1;1;1499292360657;1499299560657;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
26;1;1;-62133116339560;-62133109139560;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
27;1;1;-62133116339904;-62133109139904;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
28;1;1;-62135794739929;-62135787539929;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
28;1;1;1365120000000;1365127200000;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
29;1;1;1422813720000;1422820920000;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
24;2;1;1451581260854;1451588460854;CLASS2D;false;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;OOOOOOO OOOOOOO;
